Date,Open,High,Low,Close,Quantity
2000-11-07,59.7,60.69,59.7,60.29,13493475
2000-11-08,60.96,62.06,60.64,61.3,29198275
2000-11-09,61.12,62.12,60.83,61.44,19773792
2000-11-10,61.3,61.55,59.72,59.9,18263465
2000-11-13,59.68,59.68,57.97,58.21,12122582
2000-11-14,58.14,60.04,58.14,59.88,19101195
2000-11-15,60.82,61.1,59.69,60.27,15899886
2000-11-16,60.64,60.71,59.55,59.99,16931974
2000-11-17,59.87,59.95,59.19,59.84,17620743
2000-11-20,59.78,60.18,59.49,59.71,8726338
2000-11-21,60.2,60.2,59.21,59.5,19488114
2000-11-22,59.68,59.96,59.21,59.32,5956847
2000-11-23,59.1,60.16,58.76,59.9,13249345
2000-11-24,60.16,61.0,60.06,60.32,17509839
2000-11-27,60.45,61.58,60.35,61.35,15998213
2000-11-28,61.59,63.57,61.07,63.43,35148686
2000-11-29,63.14,63.99,62.37,62.99,26940800
2000-11-30,62.95,63.57,62.66,63.17,16271855
2000-12-01,62.95,63.57,62.47,63.16,18822296
2000-12-04,63.31,64.56,63.31,64.03,25516400
2000-12-05,64.39,65.41,64.35,65.2,19624800
2000-12-06,66.35,66.35,64.8,64.92,16217205
2000-12-07,64.76,65.52,64.63,64.98,11322499
2000-12-08,65.06,65.82,64.9,65.33,22143465
2000-12-11,65.62,66.79,65.45,66.6,31499849
2000-12-12,66.8,66.84,66.12,66.28,12364130
2000-12-13,66.61,67.29,66.3,66.87,21168203
2000-12-14,66.97,67.91,66.41,66.66,32814005
2000-12-15,66.41,66.41,64.74,65.06,20850369
2000-12-18,64.49,66.01,63.53,65.7,19786992
2000-12-19,66.08,66.34,65.08,65.33,18290462
2000-12-20,66.41,66.41,64.95,65.81,10878197
2000-12-21,65.47,66.4,64.79,65.89,22061049
2000-12-22,66.32,66.8,64.92,65.1,18487371
2000-12-26,64.88,65.82,62.86,63.14,19817008
2000-12-27,62.76,64.49,62.37,64.11,20819273
2000-12-28,64.64,65.49,64.06,65.22,21000234
2000-12-29,65.15,65.58,64.88,65.25,13955662
2001-01-01,65.45,66.15,65.26,65.79,15627205
2001-01-02,65.52,69.11,65.5,68.2,34410234
2001-01-03,68.34,69.63,67.95,69.31,45943314
2001-01-04,69.13,70.63,68.57,68.88,31078966
2001-01-05,68.63,70.61,68.63,70.13,38754016
2001-01-08,69.78,70.73,68.77,69.34,35546655
